Variable,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
MIU,0.039,0.1949284045826676,0.2180074845037456,0.24265696984875917,0.26883555581424023,0.29651323123010326,0.32566697609673156,0.35627763882718083,0.3883275915284386,0.42179890775586204,0.4566719007728096,0.4929239226876995,0.5305283705235934,0.5694538849396845,0.609663769741589,0.6511157143188526,0.693761977716003,0.7375503079874022,0.7824260483054262,0.828346158674979,0.8752487450759446,0.9230496957028159,0.9716368764110777,1.020861030110285,1.070521875285443,1.1203468718805862,1.1699583598637042,1.199999915477522,1.1999999800575492,1.1999999899265714,1.1999999934266727,1.1999999948094255,1.1999999951456797,1.1999999948082183,1.1999999939357295,1.1999999925617326,1.1999999906568672,1.1999999881409031,1.1999999848800718,1.1999999806733814,1.1999999752262716,1.1999999681053914,1.1999999586613808,1.1999999458929074,1.1999999281948468,1.1999999028583803,1.1999998649815726,1.1999998047698344,1.1999996994824018,1.1999994812143715,1.1999984186408081,1.1890021561628004,1.120494284432798,1.0389709082218543,0.9417505121558665,0.8248017381421923,0.6837497238248667,0.5144326572680629,0.3113332223156538,0.006586639525943493
FORC,2.1423630968097847,2.3982291384473426,2.6098110482503767,2.822780389964094,3.0358524579592188,3.2473320337124276,3.4553222128640653,3.657872180433453,3.8530755152093983,4.03912981975185,4.214367268486789,4.377264160679939,4.526435952739518,4.6606226933687545,4.77866839919441,4.879496726017507,4.962084298018736,5.02543220169638,5.068535348679129,5.0653485416954105,5.0397398765872605,4.99046318896122,4.916124237573846,4.815145677124266,4.685732038539548,4.525838282071447,4.333150189784367,4.105094434574523,3.858161209702814,3.622052914432121,3.3959060056828547,3.1789122870217965,2.9703190529567407,2.76942928508041,2.5756014620796743,2.388248778169868,2.206837730841492,2.0308861357177252,1.8599606769609973,1.6936741242674331,1.5316823560784825,1.3736813348328982,1.2194041952452894,1.0686186446966088,0.9211249566713827,0.776754998407082,0.6353730332015095,0.4968795854156804,0.3612206540026758,0.22840639579895006,0.09854686794584856,-0.0280797557022592,-0.13272013214592698,-0.09986672336972667,0.07922356447271788,0.40417833974726236,0.8670480359056169,1.4530909985677558,2.1421060806036594,2.912629625169493
TATM,0.8,0.925454864285081,1.0546237119151392,1.1871563278569428,1.3226248200376471,1.4604939524794815,1.6001159942529648,1.7407407355461288,1.881533743648822,2.021597942275053,2.1599952131756504,2.295765964473255,2.4279455262178735,2.5555768717604948,2.6777195781484795,2.793455180564607,2.9018891872191555,3.0021500334385713,3.0933851857579575,3.172304463030425,3.2384054563960687,3.2911296467606657,3.3298555450458416,3.3538893286565425,3.362453316813044,3.3546729293305013,3.3295634947984296,3.2860198346914977,3.224700871555574,3.1490825231291835,3.0620764358193524,2.9661135673791414,2.863216187278281,2.755059908643885,2.6430270985269733,2.528252805948113,2.411664184937149,2.294014259575803,2.1759107709111563,2.0578407555894938,1.940191429415498,1.8232678836794667,1.7073080473271358,1.5924953246508795,1.4789692888714836,1.3668348024950592,1.256169956571123,1.1470332930648124,1.0394709346428845,0.9335245642995297,0.8292418117955792,0.7266919013186511,0.6277732475640944,0.5454446923103532,0.49174728059741296,0.4770394791369754,0.5094876861837448,0.5947030741749486,0.7355582685855543,0.9324398634735118
TOCEAN,0.0068,0.026630000000000004,0.049100621607127026,0.07423869886482733,0.10206163958963022,0.13257571910083066,0.16577367493529693,0.20163223291823865,0.2401099454839359,0.28114554043805806,0.3246568504839829,0.3705403095512746,0.4186709509243241,0.46890281530666283,0.5210696667180086,0.5749859145037703,0.6304476461552913,0.6872336846818878,0.745106593400805,0.8038135582097339,0.8630258308302511,0.9224103214693965,0.981628304601678,1.0403339856127822,1.0981728691888761,1.1547798803794802,1.209777206603256,1.2627718638081353,1.3133530630802193,1.361136758292103,1.40583540241303,1.4472414282481882,1.485213231726462,1.5196633056152575,1.5505482206909733,1.5778601926368732,1.6016200079696543,1.6218711123938416,1.6386746910733907,1.6521055930693347,1.6622489721323386,1.6691975335644176,1.6730492923172937,1.6739057611925399,1.6718705002789982,1.66704796999381,1.6595426408063414,1.6494583237004607,1.6368976979345697,1.6219620288522776,1.6047510922384587,1.5853633602273869,1.5638965737546684,1.5404934905999041,1.5156172706426654,1.490020520891534,1.46469599484767,1.4408157871310718,1.419662969307169,1.4025603517891285
MAT,830.4,866.1162433408196,896.1008878358234,927.3582541599832,959.7239082632818,992.9306830344188,1026.6327731298888,1060.4259623188393,1093.8646590618357,1126.4762993446714,1157.773572444102,1187.2648380717558,1214.4630309439035,1238.8932884054375,1260.0994847796583,1277.6498085875817,1291.14147087845,1300.204578529065,1304.505137246599,1303.7470534787506,1297.6711872855237,1286.0594370814636,1268.73822992,1245.5829772654326,1216.524109523012,1181.5556727609803,1140.7480719378307,1094.2675656785686,1046.072696966037,1001.9769729466502,961.4855021565788,924.1720726938865,889.6689099745065,857.6581998693132,827.8649774246336,800.051100063283,774.0101042424236,749.562796523921,726.5534645996444,704.8466177708802,684.3241839512781,664.883104212977,646.43327823179,628.895826501069,612.2016499682212,596.290287837211,581.1091046363641,566.6128869006938,552.7640136268552,539.5335129408086,526.9035920662757,514.872858077474,505.13859619493905,508.1748271397881,525.0496795252444,557.1123700385556,606.1925679618944,674.583951526559,764.9247110588419,880.3560412532757
MU,1527.0,1541.107861497,1557.7828923015911,1576.4159088981269,1597.0389824385477,1619.6684060962102,1644.2962987803344,1670.8846719930993,1699.3615189163172,1729.6185622818853,1761.510361614868,1794.8545327636532,1829.4328751442758,1864.9932365316192,1901.251972914003,1937.896882908841,1974.5905131381635,2010.973742958405,2046.6695636587774,2081.286967605235,2114.424854748116,2145.675696272428,2174.629408114278,2200.8773734656374,2224.016693150606,2243.6547935035337,2259.41460262908,2270.9406367341494,2277.9065535151594,2280.347683068056,2278.8094977783117,2273.771644731415,2265.6566775497204,2254.837530344922,2241.643940505108,2226.367983411973,2209.268850786814,2190.576981295984,2170.4976344946817,2149.2139853964763,2126.8898058358727,2103.6717896713944,2079.691571356836,2055.0674812812204,2029.906076502243,2004.3034822183254,1978.346577946502,1952.1140637231215,1925.677447272971,1899.1020058664928,1872.4478018861028,1845.770879560011,1819.1248722565526,1792.7105846410998,1767.6423366048202,1745.082947116847,1726.266490751459,1712.5376692099844,1705.3881283661678,1706.4807768967473
ML,10010.0,10010.439124999999,10010.913371449054,10011.429145416943,10011.991327852611,10012.604878235556,10013.274795104391,10014.006055607995,10014.80354024421,10015.671947846668,10016.615704969974,10017.638873073583,10018.74505628583,10019.937312017195,10021.21806626572,10022.58903510064,10024.051153508564,10025.6045125271,10027.248305361518,10028.980782967607,10030.79921937237,10032.699886772702,10034.678039801598,10036.727909483452,10038.842707247666,10041.014639566847,10043.234934109752,10045.493878826062,10047.780876233794,10050.084516571853,10052.39348225518,10054.697823199365,10056.988791795864,10059.258699772508,10061.500793787198,10063.709147120559,10065.878565241936,10068.004503353133,10070.082994286493,10072.110585362158,10074.084283003089,10076.001504072165,10077.860033038718,10079.65798420596,10081.393768339492,10083.066063133932,10084.673787043172,10086.216076084911,10087.69226331854,10089.101860797853,10090.4445439345,10091.720138405637,10092.928610057825,10094.07005883257,10095.145086649318,10096.157081024086,10097.112335377033,10098.02022619072,10098.893488537406,10099.74858230594
E,36.85300011708929,34.55859142611021,36.95779423071097,39.263527270206296,41.388955828771934,43.258726422229145,44.807921754179446,45.981192351341235,46.732035305132165,47.02219063025376,46.82112909805164,46.10560917855065,44.85928364223328,43.07233771215985,40.74113977394799,37.86788169249505,34.460177466022834,30.530574295404325,26.095906135739384,21.175151332257546,15.79295109393235,9.979334232445451,3.77054140002217,-2.789642915002456,-9.647741878731754,-16.73712091382473,-23.97236071745502,-28.552241056843037,-28.852119566965307,-29.123210198705678,-29.36241755575425,-29.56787466851505,-29.738554851211322,-29.874027435420786,-29.974301958009345,-30.039724810027398,-30.07090690675239,-30.068669689256,-30.034001836976564,-29.96802182003566,-29.87194262807128,-29.74703503936293,-29.594584656584583,-29.415835291123116,-29.21190630014081,-28.983662564708442,-28.731499946972892,-28.454980585931967,-28.15219987040732,-27.81866506783997,-27.44518774384177,-25.78796195178603,-16.303880909242277,-5.219187295944641,7.7098145873576405,22.889767801869837,40.74425601999972,61.63607749497337,86.06233595226891,122.13702937256058
EIND,33.55300011708929,31.918591426110208,34.84579423071097,37.5739272702063,40.03727582877193,42.17738242222915,43.94284655417945,45.28913219134123,46.178387177132166,46.57927212785376,46.466794296131646,45.82214133701465,44.632509369004474,42.89091829357681,40.59600423908156,37.7517732646019,34.367290723708315,30.45626490155271,26.03645862065809,21.127593320192513,15.754904684280325,9.94889710472383,3.7461916978448735,-2.8091226767442934,-9.663325688125225,-16.749587961339504,-23.982334355466843,-28.560219967252493,-28.85850269529287,-29.12831670136773,-29.36650275788389,-29.571142830218765,-29.741169380574295,-29.87611905891116,-29.975975256801647,-30.041063449061237,-30.071977817979466,-30.06952641823766,-30.03468722016189,-29.96857012658392,-29.87238127330989,-29.747385955553817,-29.594865389537294,-29.41605987748528,-29.212085969230547,-28.98380629998023,-28.731614935190322,-28.45507257650591,-28.15227346286647,-27.818723941807296,-27.445234843015633,-25.787999631125118,-16.30391105271355,-5.219211410721657,7.709795295536028,22.889752368412548,40.74424367323388,61.636067617560705,86.06232805033878,122.13702305101647
C,47.02850860765093,56.289043987680145,66.64958180092168,78.1138605245607,90.68224002126324,104.35180589125608,119.11652375902325,134.96746967675182,151.8931468524988,169.87988782907053,188.91233439146768,208.97398378887286,230.0477885554941,252.11679806305486,275.1648333936724,299.17719474635567,324.14141596105185,350.04811131468034,376.89202048262985,404.679541095847,433.42014893827206,463.1283017061833,493.82582111156626,525.5454140270381,558.336463781375,592.2751331342508,627.4825686667768,664.1560393364377,702.3782837017353,741.9859311624385,782.8437441532624,824.8340334723324,867.8503641462396,911.7938818586579,956.5712206754747,1002.0933538957006,1048.275006510612,1095.0344153967717,1142.2933398009445,1189.9773185276183,1238.0162678841907,1286.3456472814778,1334.9086338260538,1383.660120766341,1432.5740243443533,1481.6565994027492,1530.9706936555456,1580.6800191653326,1631.1304313140342,1683.0009222945666,1693.2000732889203,1751.6355275869544,1807.515405367348,1860.9603988428403,1912.421762971943,1962.1992289704147,2010.4413343017502,2057.1398824036373,2102.1382793404473,2145.1603710445447
