Variable,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
K,135.0,161.93786234509508,192.5729516493536,227.06370413636296,265.4571102406128,307.80444267199215,354.1576807126013,404.5670180860176,459.07924189463074,517.7368403340691,580.5777117827514,647.6353482683884,718.9393634837129,794.5162297319032,874.3900738265935,958.5833463482035,1047.1170959842586,1140.0103995410877,1237.2781171065799,1338.925362033101,1445.0196894136584,1555.6096878508138,1670.7173892277929,1790.3204263856362,1914.3169754702913,2042.4601487727612,2174.2367584089598,2308.643312972417,2447.0677687638795,2592.8006200101545,2745.014512089947,2903.0553749463234,3066.3751290224577,3234.4917282066876,3406.965804729644,3583.387268388409,3763.3677002724717,3946.535878388071,4132.534618439355,4321.017479371033,4511.643817283012,4704.070096577761,4897.9340443974925,5092.825666572619,5288.234388954418,5483.4529084657925,5677.402530351088,5868.315868639927,6053.159432847107,6226.578283059565,6378.950086241045,6714.688511570749,7014.678994399372,7289.111233395063,7544.212277487966,7784.444803917355,8012.965832423086,8231.898165925522,8442.481027520635,8645.17352482671
CPC,6.877523926243189,7.772055783460617,8.755784946239531,9.828963157995597,10.992387043623161,12.247065084839818,13.594004381961208,15.0340791332573,16.567956448397236,18.19606340958617,19.91858442881959,21.735481185963902,23.646529536005367,25.651369242872203,27.74956360013137,29.94066728732219,32.22430265305186,34.60024780360352,37.06854588877497,39.63025042718185,42.2865849143201,45.03914525838102,47.89014426132583,50.84276259971872,53.90171507375572,57.07422749131213,60.3717862616644,63.81312072292499,67.40588672888512,71.13413761260514,74.98470336906792,78.94614374039789,83.00812616042468,87.16106254883196,91.39590210788175,95.704017160948,100.07714443996186,104.50736070774482,108.98708297995059,113.50909271849724,118.06659277026151,122.65331854211814,127.26374537123209,131.89346965722754,136.53990513154073,141.20355145791774,145.89030473058983,150.6156745922458,155.41252627176445,160.34546282214677,161.3091278081912,166.86899659515566,172.1859356258041,177.27142399068052,182.16842284967382,186.9054535049252,191.49663297727665,195.94114915708323,200.22405680812918,204.3190254129913
I,16.444342469019016,19.390052662639675,22.67026038338723,26.275652717026365,30.21093472920253,34.480447071843315,39.08808984040672,44.037292677003634,49.33102775754174,54.97185698677737,60.9620030475583,67.30343333694245,73.9979449976811,81.04723706644037,88.45295033086765,96.21664315982156,104.33964510666856,112.8226752563126,121.66500133256731,130.8795304773465,140.4680022897885,150.42908492975315,160.75570304410337,171.43013337876735,182.41502358546174,193.63689303202642,204.95564989990206,216.76739577735935,229.56631464655425,242.79833479603022,256.4303511404661,270.4299921340806,284.7655756540433,299.40615682817537,314.3216060707203,329.4826704323599,344.86097701083577,360.42892952199645,376.1594225057557,392.025241177842,407.997907782063,424.0455386138579,440.12891853926874,456.1943522199904,472.1606768264195,487.89568448622435,503.17328969858255,517.5955191147833,530.4496339115352,540.4435751754405,589.5964550292547,609.9445150403919,629.4026867984356,648.012997056103,665.9325792366972,683.2658040315854,700.0643943076028,716.3254959046542,731.9945805772102,746.9754875337097
S,0.2590767893686643,0.2562141135514959,0.2538099019096765,0.25170778080186096,0.24989776959336688,0.24836049502854332,0.24707300849883404,0.24601184961758507,0.24515457873360438,0.24448045547433467,0.2439706440939905,0.24360816036691413,0.24337767918305436,0.24326526431623596,0.24325804262058726,0.24334381048865195,0.24351051793670275,0.24374550852975121,0.2440342749352862,0.24437926164314724,0.24476546865308457,0.24517524881338038,0.24558545744391216,0.2459629093399948,0.24625670916152442,0.24638494715063466,0.24621124466486152,0.2460683722750065,0.24633043107221264,0.24654977053245256,0.24673986612549173,0.24690849494883396,0.24706024428517398,0.24719794192938394,0.24732345596399546,0.24743812175397448,0.2475429398780773,0.2476386167884651,0.24772546887420277,0.24780316490185064,0.24787022725179056,0.24792313133435817,0.24795470831181904,0.24795132382374,0.24788789564037397,0.24771908239107593,0.24736365459680643,0.24667662071638052,0.2453990219678403,0.24306591677480394,0.258278146,0.258278146,0.258278146,0.258278146,0.258278146,0.258278146,0.258278146,0.258278146,0.258278146,0.258278146
RI,,0.05163769352543454,0.05069388239999679,0.04960937796124118,0.048468749583022865,0.04731818972957555,0.046182623524904355,0.045075281745906595,0.04400301973666253,0.04296925532464109,0.04197557969550213,0.04102263110729342,0.04011056132923103,0.03923927975563569,0.03840857981179758,0.03761820862372397,0.036867919033411134,0.03615753567711293,0.035487071935701886,0.034861450946915125,0.03427737161769557,0.03373310620518071,0.03322827822429759,0.03276404735452275,0.032343769187551184,0.031974355064595165,0.03166880207987543,0.03144973851221186,0.031251317786791744,0.030970676899865154,0.030636403533016863,0.030267340221454508,0.029876271605263266,0.02947213259091488,0.02906133929445511,0.028648603784466962,0.028237446600356163,0.027830533500124953,0.02742991219663908,0.02703719696446529,0.02665373591548246,0.026280793616489592,0.02591979004672676,0.025572658529277193,0.0252424275989481,0.02493420958115211,0.024656920428054705,0.0244263171503451,0.02427043775019356,0.024239527961921626,0.016765261478567137,0.025023656503207925,0.02427465883732099,0.023603940789433456,0.023052705256365227,0.022584524597516437,0.022168283474972947,0.021776122738555413,0.021384629285331507,0.020976820471151326
Y,63.47285107666994,75.67909665031982,89.31984218430891,104.38951324158708,120.89317475046577,138.8322529630994,158.20461359942996,179.00476235375544,201.22417461004054,224.8517448158479,249.87433743902596,276.2774171258153,304.0457335531752,333.16403512949523,363.61778372454006,395.3938379061772,428.4810610677204,462.87078657099295,498.5570218151972,535.5590715731935,573.8881512280606,613.5573866359365,654.5815241556696,696.9755474058054,740.7514873668367,785.9120261662772,832.4382185666789,880.923435113797,931.9445983482896,984.7842659584688,1039.2740952937284,1095.264025606413,1152.6159398002828,1211.2000386868333,1270.892826746195,1331.5760243280606,1393.1359835214478,1455.4633449187681,1518.4527623067002,1582.0025597054603,1646.0141756662538,1710.3911858953356,1775.0375523653227,1839.8544729863313,1904.734701170773,1969.5522838889735,2034.1439833541283,2098.275538280116,2161.5800652255693,2223.4444974700073,2282.7965283181748,2361.5800426273463,2436.9180921657835,2508.973395898943,2578.3543422086404,2645.465033002,2710.505728609353,2773.4653783082917,2834.1328599176572,2892.1358585782546
YGROSS,63.58198681914068,75.90144807042206,89.65922628477303,104.89136191628836,121.61481862725418,139.8444582691792,159.59293052501835,180.87058196232277,203.68539549207364,228.0429605754403,253.94647026511498,281.39673954214305,310.39223850395655,340.92913271195397,373.00132046932345,406.6004514493351,441.715899914155,478.3346426835698,516.4409450067959,556.0156630495475,597.0452186492646,639.5113801885389,683.3904268883095,728.6511040431429,775.2505669218382,823.126768948238,872.1843797725118,922.2687176357764,973.5108643864618,1026.2636031178574,1080.383937425595,1135.7496942069315,1192.2516616225798,1249.7889030685092,1308.266028152033,1367.5916442719938,1427.677496893869,1488.4379836198082,1549.7898297385905,1611.651759873718,1673.9439979638191,1736.5873692720086,1799.5016390827338,1862.6024513113582,1925.7957270160614,1988.9674622982195,2051.9651801760037,2114.564177718701,2176.4058452270183,2236.883911460122,2294.930984651991,2372.4084683287315,2445.619398693623,2515.758080699404,2583.5252319131764,2649.4004667065533,2713.709057963298,2776.6601433163173,2838.367887657676,2898.8653328477944
YNET,63.47333792006414,75.72787921168735,89.39296911485336,104.49666220453545,121.04678886107918,139.04801279577265,158.50192275520516,179.40723475770767,201.7601098377391,225.55457597113238,250.78303450632717,277.4368274173624,305.50684003934276,334.98411335275904,365.86043909549824,398.1289081809165,431.78437486737766,466.8237797797229,503.2462325242793,541.0757520022195,580.3273491334595,621.0165852692736,663.15879385399,706.7670215082543,751.8478714835966,798.393680232223,846.3680697089856,895.6792831591612,946.4818049086458,999.0905604055873,1053.336792078761,1109.070700738138,1166.1548482903256,1224.4603710643257,1283.8648633919543,1344.251222705343,1405.5070195817084,1467.5241219109832,1530.1983954482785,1593.4293422138521,1657.1195296137714,1721.1735996563261,1785.496504625374,1849.9903409166104,1914.5486468196873,1979.0461071395086,2043.3199202949056,2107.135967610908,2170.127056852845,2231.6790855516697,2290.7174819708152,2369.0634279290553,2443.0460079132267,2513.759684579832,2581.8571863758602,2647.790683049009,2711.8282609362923,2774.038133249809,2834.267602040642,2892.1358612234717
DAMAGES,0.10864889907654762,0.17356885873470584,0.26625716991966386,0.3946997117528975,0.5680297661749945,0.7964454734065436,1.0910077698131917,1.4633472046150877,1.9252856543345305,2.488384604307935,3.1634357587878177,3.9599121247806446,4.885398464613775,5.945019359194975,7.140881373825184,8.471543268418598,9.931525046777297,11.510862903846938,13.194712482516529,14.939911047328039,16.717869515805102,18.49479491926521,20.231633034319522,21.884082534888638,23.40269543824158,24.733088716015022,25.81631006352623,26.589434476615164,27.029059477816084,27.173042712270274,27.047145346833968,26.678993468793603,26.09681333225404,25.328532004183288,24.401164760078718,23.340421566650992,22.170477312160635,20.913861708825067,19.591434290311927,18.2224176598656,16.824468350047887,15.413769615682511,14.00513445735989,12.612110394747651,11.247080196374235,9.92135515871067,8.645259881098179,7.428210107792786,6.278788374173656,5.2048259084521,4.213502681175849,3.3450403996764106,2.573390780396571,1.9983961195719906,1.6680455373160858,1.6097836575439328,1.8807970270060428,2.6220100665083517,4.100285617034158,6.729471624322736
DAMFRAC,0.0017088000000000003,0.00228676610456321,0.002969657233868889,0.0037629381918779852,0.0046707282269275825,0.005695223702561798,0.006836191090821291,0.00809057608340044,0.009452251840066032,0.010911911501362644,0.012457096786914403,0.014072345440902285,0.015739435007011304,0.017437698303764012,0.019144386311663122,0.020835056228348053,0.02248396548258153,0.024064455878144826,0.025549315192936337,0.026869586668454553,0.02800101063304226,0.028920196719271252,0.029604794328829682,0.030033691589099545,0.0301872664616846,0.030047727335630305,0.029599601485937863,0.028830463365142455,0.027764517548400112,0.026477644369065363,0.025034753303796394,0.023490205284556948,0.021888678516696645,0.020266248117578996,0.01865153129027292,0.01706680620959463,0.015529051456225866,0.014050878799776113,0.012641349113522375,0.011306671896224918,0.010050795230015536,0.008875896421004194,0.007782785051809553,0.006771230428623211,0.005840224920324809,0.004988193797422259,0.004213161102644366,0.0035128799523156187,0.00288493452999283,0.0023268198594421736,0.0018360040930881396,0.00140997658891045,0.0010522449984536433,0.000794351466026661,0.0006456470858931186,0.000607602994629589,0.0006930724653355525,0.000944303562976469,0.0014445927305138245,0.0023214157443153184
ABATECOST,0.00048684339420217724,0.0487825613675252,0.07312693054444121,0.10714896294837008,0.1536141106134002,0.21575983267324622,0.2973091557752,0.40247240395223766,0.535935227698567,0.7028311552844851,0.9086970673012009,1.1594102915471114,1.4611064861675969,1.8200782232638377,2.2426553709581696,2.7350702747392646,3.303313799657232,3.952993208729968,4.689210709082173,5.51668042902585,6.439197905398941,7.459198633337117,8.577269698320368,9.791474102448877,11.096384116759943,12.481654065945705,13.92985114230669,14.755848045364168,14.537206560356234,14.306294447118459,14.062696785032667,13.806675131724909,13.538908490042855,13.26033237749248,12.97203664575922,12.675198377282385,12.371036060260668,12.060776992215029,11.745633141578239,11.426782508391794,11.10535394751767,10.782413760990417,10.458952260051253,10.135867930279215,9.81394564891435,9.493823250535026,9.175936940777222,8.860429330792064,8.54699162727558,8.234588081662439,7.920953652640168,7.483385301708552,6.127915747442954,4.786288680889143,3.5028441672200157,2.3256500470090304,1.322532326939478,0.5727549415170401,0.13474212298461946,2.6452174610993818e-06
MCABATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCA,90.0,135.76241150721398,179.29567859137958,226.82131174837764,278.06780284249425,332.6740164660239,390.1990879638814,450.13204834874153,511.9011866348043,574.8831658725733,638.4119058178184,701.7872390094873,764.2833401238008,825.1569208234796,883.6551727241573,939.0234272782783,990.5124797395466,1037.3854894554609,1078.9243122890023,1114.4350305386724,1143.250624265067,1164.7384920832344,1178.3076370705828,1183.4170092716806,1179.5856908364046,1166.4060322328514,1143.5615314672493,1110.8524011406444,1071.8995643058756,1032.5399043286623,992.8122492531471,952.759735944522,912.4281172453693,871.864601996359,831.1170309940253,790.2332676868763,749.2607316134157,708.246031916226,667.2346756447616,626.2708360100619,585.3971724440718,544.6546993489956,504.08270541070607,463.7187318843322,423.5986283962181,383.7567217278731,344.2261621261543,305.0395623782133,266.2301344233498,227.83368943853466,189.89216742297646,152.46004134139483,117.28819241732894,95.05154340926354,87.93314268542058,98.44841177371303,129.66738663515952,185.23782263247796,269.30229019598136,386.68135191220995
PERIODU,0.28909032156972825,0.3390481167050337,0.3851658681887979,0.42760308902277266,0.46661503359171075,0.5024864729950858,0.5354999171559451,0.5659214551004237,0.5939954194026209,0.6199433375141282,0.6439648552593883,0.6662394692865817,0.6869284985122893,0.7061770282783635,0.7241157150788508,0.7408624174209609,0.7565236582912148,0.7711959480456202,0.7849670164389684,0.7979198901992081,0.8101282040394024,0.8216582148555986,0.8325703916825767,0.842920885668721,0.8527631601181839,0.8621501257445757,0.8711373031865706,0.8797873434088584,0.888124538728541,0.8961210541775949,0.903765968937293,0.9110587767192948,0.9180054096802602,0.9246157621826231,0.9309021154204759,0.9368781132590767,0.9425580844129041,0.9479565900200879,0.9530881248847292,0.9579669306018074,0.9626068987468187,0.9670215583381974,0.971224158588399,0.9752278805177556,0.9790462461862144,0.9826938532451576,0.9861876647278015,0.9895492652813004,0.9928088244331533,0.9960121271671654,0.9966212526070122,1.0000353262756894,1.0031493851493243,1.006000134556788,1.0086353322952522,1.011088502932968,1.0133816030291574,1.0155267594691886,1.0175281948839254,1.0193845945828797
CPRICE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CEMUTOTPER,1976.7996188938016,2279.392362324294,2526.3278797785642,2718.1323220530903,2858.0387310545166,2950.8101062132837,3001.945100457084,3017.150364718175,3001.9996785447215,2961.724239822907,2901.094645685348,2824.3661423942613,2735.2665295195447,2637.011783239895,2532.338671464834,2423.5467750740586,2312.5446736154536,2200.8967923372948,2089.868686355699,1980.476573301642,1873.5099825918328,1769.5708148601127,1669.1061757316775,1572.436319649044,1479.7786871716303,1391.268882833098,1306.9794486916028,1226.936675406363,1151.0685923135916,1079.2154520758759,1011.2349107191868,946.9902305419353,886.344839465787,829.160260677835,775.2957827161595,724.6089834242281,676.9566273077892,632.1956782873492,590.1842925382383,550.7827244992104,513.8541178188949,479.2651754443604,446.88671678139286,416.5941393768089,388.26781097014435,361.7934277166326,337.0623890497142,313.9722638208303,292.42746471234017,272.34032643758223,252.9699398079717,235.63655183011892,219.42138859328537,204.26560322418678,190.11367142539163,176.908492156614,164.5930330946735,153.11139168107294,142.40958599490634,132.43615379587402
